Date,Price,Open,High,Low
2026-04-29,117.97,114.76,118.32,112.3
2026-04-28,109.56,108.75,115.62,103.99
2026-04-27,123.39,128.33,129.59,117.79
2026-04-24,128.32,125.21,130.12,120.24
2026-04-23,112.77,108.62,116.77,107.46
2026-04-22,105.64,102.94,106.09,99.6
2026-04-21,98.09,97.97,99.95,95.32
2026-04-20,95.94,95.97,96.93,92.03
2026-04-17,94.68,93.2,94.75,90.66
2026-04-16,88.37,85.01,89.39,83.31
2026-04-15,85.96,84.66,85.98,79.76
2026-04-14,85.31,83.27,85.57,80.71
2026-04-13,80.56,75.59,80.74,75.25
2026-04-10,76.39,74.3,78.3,74.3
2026-04-09,71.98,68.12,72.28,68.12
2026-04-08,67.5,66.33,67.98,63.56
2026-04-07,56.55,54.32,56.6,52.13
2026-04-06,54.81,53.75,55.6,52.88
2026-04-02,52.75,46.06,53.07,46.05
2026-04-01,52.26,50.04,54.09,49.62
2026-03-31,47.91,42.88,48.18,42.61
2026-03-30,40.62,47.86,48.29,39.52
2026-03-27,46.61,48.04,49.38,45.96
2026-03-26,48.97,54.19,54.44,48.87
2026-03-25,57.04,56.64,58.25,55.59
2026-03-24,54.96,51.54,56.09,51.54
2026-03-23,53.03,54.63,56.81,52.28
2026-03-20,51.14,54.69,55.36,49
2026-03-19,54.85,49.53,56.11,48.5
2026-03-18,54.02,55.03,56.48,54
2026-03-17,54.95,55.1,55.4,53.3
2026-03-16,53.69,54.06,55.68,53.01
2026-03-13,50.72,51.88,53.96,50.04
2026-03-12,50.28,53.53,53.88,49.53
2026-03-11,56.09,55.5,57.74,55.35
2026-03-10,54.59,53.36,57.78,53.36
2026-03-09,53.32,45.51,53.78,44.53
2026-03-06,47.89,50.09,53.36,46.8
2026-03-05,54.8,55.32,57.69,51.13
2026-03-04,56.62,55.96,57.72,54.38
2026-03-03,53.42,55.12,55.86,51.36
2026-03-02,62.76,58.11,62.82,58.05
2026-02-27,62.77,61.51,63.76,60.66
2026-02-26,65.34,71.03,71.11,61.63
2026-02-25,71.86,70.89,72.36,70.48
2026-02-24,68.53,68.11,70,66.35
2026-02-23,65.86,65.85,67.65,63.47
2026-02-20,67.11,63.76,68.22,63.58
2026-02-19,65.23,64.33,65.51,62.96
2026-02-18,66.29,65.26,68.45,64.07
2026-02-17,64.35,62.02,65.96,59.56
2026-02-13,64.59,63.93,66.25,61.43
2026-02-12,63.1,69.67,70.86,62.77
2026-02-11,68.05,67.21,69.1,63.23
2026-02-10,63.34,64.67,65.21,61.42
2026-02-09,64.03,59.99,65.05,59.29
2026-02-06,61.75,56.4,62.25,55.67
2026-02-05,53.25,51.31,55.49,50.01
2026-02-04,53.19,59.44,61.03,49.33
2026-02-03,61.2,66.81,67.62,57.02
2026-02-02,65.2,59.46,66.94,59.1
2026-01-30,61.79,67.12,69.86,60.29
2026-01-29,70.47,70.4,71.98,62.65
2026-01-28,70.09,69,70.93,67.98
2026-01-27,64.96,63.31,65.99,62.54
2026-01-26,60.7,60.75,61.96,59.6
2026-01-23,61.6,62.48,63.36,60.15
2026-01-22,63.72,66.9,66.96,63.04
2026-01-21,63.48,60.24,65.11,59.46
2026-01-20,57.94,57.34,61.05,57.22
2026-01-16,60.75,61.19,62.19,59.5
2026-01-15,58.08,60.96,61.67,58.01
2026-01-14,55.38,54.89,55.44,53
2026-01-13,56.07,55.69,57.63,55.43
2026-01-12,54.65,52.39,55.15,52.35
2026-01-09,53.95,51.09,54.76,50.31
2026-01-08,49.65,51.8,51.81,48.13
2026-01-07,52.29,52.2,52.74,50.84
2026-01-06,54.01,51.11,54.3,51.07
2026-01-05,49.22,50.35,51.22,48.63
2026-01-02,47.24,45.13,48.09,45.08
2025-12-31,42.03,43.89,44.15,42.01
2025-12-30,43.67,44.15,44.75,43.57
2025-12-29,43.82,42.98,44.33,42.35
2025-12-26,44.21,44.75,44.79,43.81
2025-12-24,44.21,43.72,44.36,43.59
2025-12-23,43.7,42.62,43.8,42.22
2025-12-22,43.26,44.45,44.56,42.73
2025-12-19,41.72,39.6,42.36,39.5
2025-12-18,38.58,39.97,40.42,38.11
2025-12-17,36.01,41,41.32,35.7
2025-12-16,40.49,40.75,41.66,39.24
2025-12-15,41.18,43.11,43.42,40.8
2025-12-12,41.71,46.92,47.38,41.06
2025-12-11,48.79,48.01,48.9,44.66
2025-12-10,49.65,47.65,50.09,47.01
2025-12-09,47.79,47.04,48.05,46.47
2025-12-08,47.99,47.56,48.6,46.7
2025-12-05,46.5,46.47,48.05,46.3
2025-12-04,45.16,45.89,46.1,44.44
2025-12-03,46.58,44.45,46.68,43.15
2025-12-02,43.8,42.79,44.61,42.03
2025-12-01,41.31,39.58,42.36,39.46
2025-11-28,41.26,39.65,41.33,39.25
2025-11-26,39.19,37.44,40.15,37.3
2025-11-25,36.17,34.34,36.45,32.05
2025-11-24,35.86,32.69,36.31,32.65
2025-11-21,31.73,30.85,33.04,28.12
2025-11-20,30.81,38.79,39.19,30.41
2025-11-19,35.96,34.72,37.3,34.2
2025-11-18,34.35,35.31,36.01,33.15
2025-11-17,36.84,37.9,40.08,35.53
2025-11-14,38.86,35.74,40.6,35.15
2025-11-13,39.22,42.17,42.64,38
2025-11-12,43.71,44.01,44.63,42.85
2025-11-11,41.81,43.72,44.04,41.65
2025-11-10,44.96,45.06,45.52,43.46
2025-11-07,41.74,41.1,41.74,37.04
2025-11-06,43.01,46.46,46.99,42.15
2025-11-05,46.83,43.22,48.43,43.21
2025-11-04,42.8,44.77,46.88,42.53
2025-11-03,48.58,49.5,50.19,48.03
2025-10-31,47.78,48.77,49.99,46.71
2025-10-30,47.39,48.5,49.97,47.27
2025-10-29,49.38,49.37,50.76,48.05
2025-10-28,46.96,46.44,47.61,45.94
2025-10-27,46.84,45.49,47.16,45.14
2025-10-24,43.14,43.43,44.16,42.96
2025-10-23,41.17,37.73,41.47,37.55
2025-10-22,38.39,40.08,40.81,35.97
2025-10-21,41.51,41.81,42.03,40.52
2025-10-20,42.24,41.16,43.04,41.13
2025-10-17,40.29,39.61,40.8,38.32
2025-10-16,40.57,41.45,41.93,39.28
2025-10-15,39.98,39.55,40.17,37.71
2025-10-14,36.63,36.62,39.01,35.95
2025-10-13,39.14,38.23,39.47,37.37
2025-10-10,34.21,42.52,42.84,34.17
2025-10-09,42.24,42.58,42.84,41.01
2025-10-08,42.78,38.87,42.94,38.68
2025-10-07,38.83,42.78,43.02,38.7
2025-10-06,41.71,42.83,43.37,41.66
2025-10-03,38.23,39.48,40.06,37.62
2025-10-02,39.08,38.96,39.32,38.14
2025-10-01,36.86,34.18,36.98,33.98
2025-09-30,34.84,34.07,34.96,33.57
2025-09-29,34.02,35.03,35.49,33.99
2025-09-26,34.02,33.93,34.23,32.83
2025-09-25,33.85,32.44,34.06,31.36
2025-09-24,34.2,33.96,34.39,32.81
2025-09-23,34.3,34.7,35.3,33.67
2025-09-22,34.42,33.1904,34.7399,33.1804
2025-09-19,33.0104,33.5503,33.5902,32.1107
2025-09-18,33.6302,32.7505,34.1301,32.4206
2025-09-17,30.4611,30.2712,31.2409,29.1515
2025-09-16,30.4711,30.3212,30.6411,29.7813
2025-09-15,29.9913,29.1315,30.0213,28.9116
2025-09-12,29.2915,29.3615,29.5414,28.7816
2025-09-11,29.1615,29.0516,29.6014,28.9616
2025-09-10,28.5917,28.4717,28.8216,28.0618
2025-09-09,27.1721,27.1621,27.3621,26.5623
2025-09-08,27.0721,26.9522,27.422,26.6723
2025-09-05,26.4423,26.8122,26.9622,25.5926
2025-09-04,25.6425,24.4029,25.7225,23.973
2025-09-03,24.9028,25.4026,25.4026,24.113
2025-09-02,25.2427,24.073,25.2727,23.7931
2025-08-29,26.0324,27.3121,27.3421,25.6625
2025-08-28,28.5217,28.4017,29.1015,27.9519
2025-08-27,28.1718,27.602,28.2218,27.2721
2025-08-26,27.9319,27.522,28.2118,27.512
2025-08-25,27.2921,27.3421,27.572,26.8022
2025-08-22,27.442,25.5526,28.3118,25.3326
2025-08-21,25.3426,25.3926,25.8925,24.9028
2025-08-20,25.7925,26.1024,26.1024,23.6531
2025-08-19,26.2324,27.562,27.8519,26.0924
2025-08-18,27.522,27.0921,27.642,27.0222
2025-08-15,27.3621,28.7017,28.7017,27.0621
2025-08-14,29.4115,28.1118,29.6514,27.9419
2025-08-13,29.2615,28.6417,29.3215,28.3018
2025-08-12,27.9919,26.2024,28.0718,25.6725
2025-08-11,25.6026,26.0224,26.8822,25.4426
2025-08-08,25.7025,25.1527,25.8225,24.8928
2025-08-07,24.9927,25.4726,25.8725,24.5229
2025-08-06,23.983,23.8331,24.113,22.9433
2025-08-05,24.5129,25.4126,25.6725,23.6031
2025-08-04,24.9927,24.5829,25.1727,24.233
2025-08-01,24.073,23.5732,24.8228,22.5634
2025-07-31,24.9727,26.6922,26.7322,24.193
2025-07-30,27.602,27.7419,28.1218,26.9222
2025-07-29,27.0222,27.402,28.1518,26.4923
2025-07-28,26.8722,26.3723,26.9822,26.3324
2025-07-25,25.5926,25.1627,25.6126,24.8228
2025-07-24,25.6126,25.6525,25.7825,24.9428
2025-07-23,25.7725,25.6425,25.9025,24.8328
2025-07-22,26.3124,27.1121,27.2721,25.3326
2025-07-21,27.492,27.552,28.4917,27.432
2025-07-18,27.3221,27.652,27.8919,26.7522
2025-07-17,27.3121,26.9522,27.502,26.4123
2025-07-16,27.0222,26.5923,27.0421,24.9028
2025-07-15,27.2821,28.0419,28.4517,27.2021
2025-07-14,26.4923,26.6323,26.7622,25.3126
2025-07-11,27.2821,26.8422,27.532,26.5423
2025-07-10,27.3621,27.382,27.7219,26.6523
2025-07-09,26.6423,26.6223,27.402,25.8825
2025-07-08,26.3623,25.6226,27.0221,25.3526
2025-07-07,24.9627,25.7225,26.0424,24.6129
2025-07-03,26.4223,26.3923,26.7122,26.2224
2025-07-02,26.0424,24.5029,26.3823,24.4429
2025-07-01,24.7028,24.3729,25.1627,23.5732
2025-06-30,25.1027,25.4826,25.4926,24.6728
2025-06-27,25.1027,25.2027,25.8325,24.2729
2025-06-26,25.1927,25.1727,25.3526,24.5829
2025-06-25,24.5729,24.3929,24.5929,23.8631
2025-06-24,23.943,22.6534,24.023,22.6234
2025-06-23,21.5058,21.1071,21.9044,20.2102
2025-06-20,21.137,22.0638,22.2532,20.2999
2025-06-18,21.5357,21.6453,22.303,21.157
2025-06-17,21.3463,21.5356,22.4525,21.2666
2025-06-16,21.8247,20.7583,22.1436,20.7185
2025-06-13,19.9711,20.2501,20.9875,19.7717
2025-06-12,21.6154,21.1669,21.9941,21.0174
2025-06-11,21.5655,22.2831,22.5222,20.9178
2025-06-10,21.8147,20.7683,22.024,20.6188
2025-06-09,20.5092,19.6422,20.9875,19.6123
2025-06-06,19.114,19.3333,19.8814,19.0841
2025-06-05,18.7453,19.4229,19.9212,18.3566
2025-06-04,19.0243,18.6157,19.1937,18.1573
2025-06-03,18.237,16.8718,18.3168,16.523
2025-06-02,16.8419,16.0047,17.0412,15.9848
2025-05-30,16.1144,16.8419,16.8419,15.1876
2025-05-29,17.1408,18.1175,18.1473,16.8419
2025-05-28,16.9814,17.37,17.5095,16.8419
2025-05-27,17.2305,16.6824,17.4498,16.2937
2025-05-23,15.6759,15.1577,15.945,15.048
2025-05-22,16.4532,16.9116,17.37,16.4233
2025-05-21,16.9415,17.4996,18.526,16.5927
2025-05-20,17.9082,17.5594,17.9381,17.38
2025-05-19,17.9979,17.091,18.1473,17.0312
2025-05-16,18.3267,18.4662,18.536,17.6989
2025-05-15,18.4065,18.257,18.8449,17.7587
2025-05-14,18.7752,18.9047,19.3034,18.3666
2025-05-13,18.536,17.3003,18.7951,17.2205
2025-05-12,17.0711,16.8319,17.4099,16.4432
2025-05-09,14.0615,14.1611,14.4202,13.6927
2025-05-08,13.613,13.7924,14.2907,13.334
2025-05-07,13.2343,12.5666,13.3539,12.1879
2025-05-06,12.5965,12.2876,12.9054,12.0783
2025-05-05,13.0051,12.8855,13.3639,12.8257
2025-05-02,13.2443,12.8457,13.6429,12.8457
2025-05-01,12.0584,12.4969,12.7659,12.0085
2025-04-30,12.1182,10.9522,12.168,10.713
2025-04-29,11.8192,11.7694,12.2278,11.58
2025-04-28,12.2477,12.1182,12.4869,11.4106
2025-04-25,12.2975,11.59,12.5467,11.4704
2025-04-24,11.9587,11.012,12.0484,10.8127
2025-04-23,10.2546,10.5436,10.8625,10.0653
2025-04-22,9.1484,8.9292,9.3677,8.8196
2025-04-21,8.68,8.6402,8.7099,8.122
2025-04-17,9.1683,9.5171,9.5171,8.8694
2025-04-16,9.3079,9.0986,9.7165,8.3013
2025-04-15,10.5635,10.5635,10.9821,10.3742
2025-04-14,10.434,11.1116,11.1216,9.9357
2025-04-11,10.1948,9.3178,10.3543,8.8793
2025-04-10,9.5969,10.8824,11.1017,8.3213
2025-04-09,12.7261,8.4508,13.0649,8.2116
2025-04-08,8.2216,10.3742,10.8027,7.5739
2025-04-07,9.1185,7.8529,10.9422,7.2051
2025-04-04,8.7,10.0154,10.3941,8.1519
2025-04-03,11.3707,13.7625,14.0714,11.3608
2025-04-02,16.2041,15.1377,16.8319,14.9783
2025-04-01,15.8951,15.6759,15.935,14.779
2025-03-31,15.8951,15.0182,15.925,14.3505
2025-03-28,15.9748,17.2704,17.5295,15.6858
2025-03-27,17.6989,18.1075,18.3467,17.3003
2025-03-26,18.7254,20.2302,20.4394,18.1374
2025-03-25,20.4793,20.7583,20.9477,20.28
2025-03-24,20.863,20.3464,21.2306,20.2371
2025-03-21,19.1542,18.6972,19.3628,18.2501
2025-03-20,19.8,19.482,20.4358,19.4622
2025-03-19,20.247,19.7602,21.2306,19.333
2025-03-18,19.8,20.0583,20.2669,19.3926
2025-03-17,20.6543,19.3827,21.1411,19.3728
2025-03-14,19.6708,18.9356,19.8,18.8661
2025-03-13,17.972,18.2601,19.1443,17.4653
2025-03-12,18.1806,18.419,18.9853,17.7832
2025-03-11,17.2964,17.9322,18.3793,16.4023
2025-03-10,17.8726,19.2138,19.6708,16.9884
2025-03-07,20.7438,19.3728,20.9524,18.6277
2025-03-06,19.1045,19.5814,20.8828,18.886
2025-03-05,21.8068,21.1113,22.0154,19.9887
2025-03-04,20.5153,20.1477,22.1148,18.876
2025-03-03,20.3762,23.5652,23.5752,19.5814
2025-02-28,22.5817,21.6578,23.0685,20.8828
2025-02-27,21.6081,26.6053,26.7245,21.5882
2025-02-26,26.1185,25.8204,26.8238,25.3535
2025-02-25,24.9064,26.486,26.7443,24.658
2025-02-24,26.5854,28.9697,29.0691,26.486
2025-02-21,28.622,31.7018,31.7515,28.2147
2025-02-20,31.4932,31.8508,32.427,30.4997
2025-02-19,31.2647,29.993,31.6819,29.5658
2025-02-18,29.7943,29.0095,30.0327,28.5227
2025-02-14,28.3637,28.3041,28.6319,27.9266
2025-02-13,28.2842,27.3106,28.3637,27.2212
2025-02-12,27.3603,26.0092,27.3603,25.7807
2025-02-11,27.2212,26.5059,27.7179,26.5059
2025-02-10,27.1715,26.7443,27.3702,26.7245
2025-02-07,26.1582,27.6881,28.0955,25.6316
2025-02-06,27.5093,26.9927,27.6186,26.5456
2025-02-05,27.5193,25.9198,27.7676,25.3733
2025-02-04,26.0787,25.1747,26.4264,25.0356
2025-02-03,25.4429,24.6382,26.3171,24.1514
2025-01-31,26.8437,27.4497,29.0591,26.5258
2025-01-30,26.9728,26.4066,27.4894,25.9694
2025-01-29,25.5124,25.9396,26.1284,24.6878
2025-01-28,25.2045,25.274,25.6317,23.595
2025-01-27,24.8965,27.4795,27.8968,23.6844
2025-01-24,32.437,34.712,34.712,32.0992
2025-01-23,34.6921,33.2218,34.6921,32.7946
2025-01-22,34.9206,34.4636,35.9141,34.1855
2025-01-21,33.4702,33.1125,34.3047,32.2879
2025-01-17,32.278,31.821,32.4966,31.2746
2025-01-16,29.7943,31.2547,31.513,29.7943
2025-01-15,29.7446,29.4565,30.2612,29.1088
2025-01-14,27.9365,28.2842,28.771,27.0026
2025-01-13,27.6683,26.2675,27.6881,26.0787
2025-01-10,27.8769,28.8704,28.9002,27.261
2025-01-08,29.9831,30.599,30.8077,28.9896
2025-01-07,30.9467,33.351,33.5099,30.4003
2025-01-06,32.278,31.6024,33.4106,31.6024
2025-01-03,29.6254,28.1352,29.9235,27.9762
2025-01-02,27.4894,27.9464,28.8604,26.8636
2024-12-31,27.1318,28.016,28.3836,26.7543
2024-12-30,27.7577,28.0557,28.5922,27.1417
2024-12-27,29.4963,29.7844,29.9831,28.4034
2024-12-26,30.3705,29.7049,30.8971,29.5658
2024-12-24,30.2811,30.0625,30.3705,29.4665
2024-12-23,29.3969,27.708,29.5658,27.6782
2024-12-20,27.0454,25.5792,28.1054,25.3513
2024-12-19,26.0547,27.7091,27.7487,25.8169
2024-12-18,27.5704,31.4836,32.177,26.7482
2024-12-17,30.8396,31.2854,31.7907,30.2651
2024-12-16,32.2068,30.8297,32.6427,30.1065
2024-12-13,30.4137,30.0867,31.018,29.2149
2024-12-12,28.1945,28.1846,28.5611,27.4813
2024-12-11,28.8484,28.0658,29.3536,27.5308
2024-12-10,26.8076,29.1555,29.2546,26.3123
2024-12-09,28.9574,28.7989,30.0372,28.3431
2024-12-06,29.3338,28.9276,29.5815,28.6304
2024-12-05,28.8484,30.4632,30.5821,28.6106
2024-12-04,30.592,31.2458,31.2656,29.9579
2024-12-03,29.4527,29.3041,29.9976,29.1258
2024-12-02,29.9183,28.2936,30.5127,28.1945
2024-11-29,27.7983,27.293,28.7691,27.2435
2024-11-27,26.7283,27.4218,27.4912,25.3414
2024-11-26,27.8676,29.7598,29.9678,27.2039
2024-11-25,29.0564,29.3041,29.8193,28.4719
2024-11-22,28.2243,27.9865,28.4224,27.5803
2024-11-21,28.2243,27.7884,28.6503,26.2231
2024-11-20,26.877,27.085,27.3029,25.7575
2024-11-19,27.5902,27.1147,27.7686,26.8373
2024-11-18,27.4119,26.451,27.5704,26.0547
2024-11-15,26.4113,27.7487,28.2243,26.1835
2024-11-14,29.3239,30.3047,30.5523,29.106
2024-11-13,29.4131,30.5424,30.9288,29.1951
2024-11-12,31.3746,32.0681,32.2464,30.0966
2024-11-11,32.4643,34.0296,34.0891,31.1864
2024-11-08,35.0797,35.2283,35.9416,34.515
2024-11-07,35.8723,35.4364,36.0308,35.1094
2024-11-06,33.8018,32.9399,34.1782,32.0978
2024-11-05,31.0873,30.0768,31.1963,29.9679
2024-11-04,30.0669,30.3245,31.3746,29.7301
2024-11-01,30.5424,30.4037,31.5331,30.0966
2024-10-31,29.8093,32.7021,32.712,28.9574
2024-10-30,33.6928,34.6438,35.367,33.5937
2024-10-29,37.6257,35.1293,38.0914,34.6141
2024-10-28,35.0203,34.9707,35.7534,34.4259
2024-10-25,34.9509,34.8618,36.5261,34.842
2024-10-24,33.9702,34.2575,34.416,33.2173
2024-10-23,33.4847,34.089,34.5547,31.9888
2024-10-22,34.3664,34.0791,34.7033,33.5343
2024-10-21,34.7627,34.515,35.05,33.4154
2024-10-18,34.941,35.9119,35.9911,34.5249
2024-10-17,34.8816,36.8233,37.0115,34.8816
2024-10-16,34.1386,35.4166,35.4166,33.6829
2024-10-15,34.1485,40.1123,40.8058,33.3262
2024-10-14,40.4393,39.0721,40.677,38.983
2024-10-11,38.3093,36.5855,38.6858,36.5162
2024-10-10,37.4772,36.754,38.0616,36.0209
2024-10-09,38.2499,36.9422,38.3985,36.1893
2024-10-08,37.1106,36.0803,37.4772,35.3274
2024-10-07,36.0704,35.585,36.8927,35.2382
2024-10-04,36.3379,36.962,37.1799,35.1193
2024-10-03,34.8816,33.7522,36.2685,33.6631
2024-10-02,34.6339,33.5343,35.7138,32.8507
2024-10-01,33.5145,36.2487,36.645,32.4346
2024-09-30,36.3379,35.9119,37.0611,34.7231
2024-09-27,37.3087,39.6269,39.6368,36.754
2024-09-26,39.2802,39.825,40.1322,36.3676
2024-09-25,35.4066,34.3863,36.1199,34.3268
2024-09-24,34.7429,34.515,35.367,33.2668
2024-09-23,33.5442,33.5936,33.9991,32.8223
2024-09-20,33.1783,33.6727,34.0189,31.685
2024-09-19,34.7309,34.2958,36.0363,33.5046
2024-09-18,30.795,32.1795,33.6233,30.706
2024-09-17,31.8037,32.9409,33.1882,31.0125
2024-09-16,31.8037,31.6751,32.2784,30.4983
2024-09-13,33.0596,32.1597,33.3464,32.0015
2024-09-12,31.4576,31.3982,32.3278,30.0137
2024-09-11,31.863,28.5699,32.0608,26.78
2024-09-10,28.0359,27.2349,28.0754,25.9493
2024-09-09,27.1261,26.8789,27.4228,25.8603
2024-09-06,25.6724,28.7875,28.8468,25.2175
2024-09-05,29.4204,28.7281,30.8543,28.5106
2024-09-04,29.9643,28.7479,31.3389,28.4117
2024-09-03,29.7368,36.3923,36.4022,29.0743
2024-08-30,38.3602,38.2514,38.7855,36.6494
2024-08-29,35.789,36.6494,38.4987,35.2352
2024-08-28,36.1945,37.668,38.4294,34.899
2024-08-27,38.0635,36.1055,38.5382,35.1265
2024-08-26,36.9559,39.3096,39.8436,36.501
2024-08-23,39.9524,38.7261,40.7534,38.1624
2024-08-22,37.0944,42.039,42.4049,36.6988
2024-08-21,41.2677,40.2985,41.8907,39.8832
2024-08-20,39.6458,40.5952,41.4555,38.6668
2024-08-19,41.1391,38.8448,41.2874,37.4702
2024-08-16,39.2898,38.3602,39.7843,37.6482
2024-08-15,39.4777,36.9362,40.0216,36.4516
2024-08-14,34.6617,35.7791,36.234,32.9014
2024-08-13,34.8891,32.2981,35.0375,31.8333
2024-08-12,31.062,30.7653,32.2289,29.8951
2024-08-09,30.6664,30.3697,31.4378,29.2523
2024-08-08,31.1114,28.2535,31.2499,26.5723
2024-08-07,25.9295,30.973,31.5861,25.6526
2024-08-06,28.2633,28.2831,30.4587,26.869
2024-08-05,27.581,23.2594,29.8159,23.2396
2024-08-02,29.0149,30.2214,31.24,27.8282
2024-08-01,34.6122,41.5841,42.9389,33.0497
2024-07-31,43.8982,41.8313,44.2641,40.9611
2024-07-30,36.8274,41.9104,42.1972,36.3725
2024-07-29,41.3468,42.8895,44.5014,40.8029
2024-07-26,41.4555,41.772,42.5236,40.259
2024-07-25,39.3393,41.0501,43.2158,36.9757
2024-07-24,42.4247,47.8934,48.2494,41.7819
2024-07-23,49.9701,49.9405,51.4931,49.446
2024-07-22,52.3436,49.4955,52.3633,48.2692
2024-07-19,46.4793,51.2063,51.7898,46.232
2024-07-18,51.0876,53.5599,53.5698,48.5758
2024-07-17,50.9788,57.9507,58.643,50.6525
2024-07-16,64.5765,64.2996,64.8633,61.5405
2024-07-15,63.4294,64.2205,66.0203,62.3514
2024-07-12,63.2316,62.1438,66.5543,60.9669
2024-07-11,61.3032,69.2343,69.3035,60.5417
2024-07-10,67.83,65.16,68.2355,64.2897
2024-07-09,63.5381,64.4084,65.4171,61.7284
2024-07-08,63.5975,61.5702,63.7854,61.5108
2024-07-05,60.1362,61.1746,61.6889,59.1276
2024-07-03,59.7209,57.4563,60.8384,56.5465
2024-07-02,56.9618,53.7577,57.1102,53.6786
2024-07-01,54.7466,54.7466,54.9345,51.6711
2024-06-28,54.7466,54.2621,57.931,53.4907
2024-06-27,53.2039,53.728,54.9642,52.2348
2024-06-26,54.1731,54.5488,55.5971,52.2644
2024-06-25,54.6873,53.6291,54.8356,51.77
2024-06-24,52.483,55.6683,56.6939,52.2956
2024-06-21,57.394,57.611,59.3466,55.2541
2024-06-20,59.1888,64.6127,64.9184,57.9759
2024-06-18,64.3365,62.5417,65.2734,62.2262
2024-06-17,61.8021,60.1553,62.2755,58.1336
2024-06-14,59.2677,58.1336,59.7115,57.5419
2024-06-13,60.0172,59.2381,60.6385,57.4926
2024-06-12,57.9068,56.4572,58.6267,56.0233
2024-06-11,53.4198,52.6408,53.7255,50.984
2024-06-10,53.2029,49.8204,53.8242,49.7218
2024-06-07,51.1517,51.5067,52.1674,50.1064
2024-06-06,51.7828,53.0451,53.0451,50.5206
2024-06-05,52.7788,49.3372,53.124,48.8835
2024-06-04,46.931,47.7889,47.9763,45.787
