Date,Price,Open,High,Low
2026-05-01,152.527,148.6404,153.686,147.881
2026-04-30,146.1326,146.5522,146.8719,139.0387
2026-04-29,144.9736,144.3042,145.1334,141.4866
2026-04-28,141.9063,140.1478,143.8845,137.0805
2026-04-27,149.2898,147.961,149.5196,144.434
2026-04-24,148.6204,144.0044,148.9201,141.5965
2026-04-23,137.0405,139.5583,142.3259,131.9849
2026-04-22,143.2551,138.3693,143.375,136.5809
2026-04-21,134.3428,135.302,137.9597,132.8841
2026-04-20,134.0631,133.3537,134.5027,130.0866
2026-04-17,133.4037,132.9441,134.7025,131.4654
2026-04-16,127.8285,125.1908,128.1882,122.1235
2026-04-15,123.4923,118.6765,123.7121,117.9072
2026-04-14,117.8372,115.5292,117.8972,113.6909
2026-04-13,112.5718,104.9785,112.7117,104.8486
2026-04-10,105.8577,105.8976,108.0158,104.4289
2026-04-09,104.7087,104.1392,105.1183,101.1118
2026-04-08,103.9893,106.8668,107.806,102.061
2026-04-07,95.0471,92.4194,95.2669,88.4229
2026-04-06,93.7183,93.3286,94.8573,91.73
2026-04-02,92.3095,84.3065,92.3894,83.0276
2026-04-01,90.2613,88.6227,92.4494,88.1132
2026-03-31,86.4746,79.5606,86.9542,79.141
2026-03-30,76.6332,83.5172,84.2266,75.0945
2026-03-27,81.3491,84.5163,85.3955,80.5597
2026-03-26,86.3447,91.6601,92.6092,86.1549
2026-03-25,95.2569,96.2261,97.7847,94.3078
2026-03-24,93.9181,93.8981,95.6066,91.3703
2026-03-23,95.8134,96.9013,100.3047,94.2365
2026-03-20,92.1406,97.8794,97.8794,89.9648
2026-03-19,98.8675,93.8173,100.3746,92.47
2026-03-18,97.9493,100.664,102.4106,97.8096
2026-03-17,101.2828,101.153,102.7998,99.9753
2026-03-16,99.7657,99.646,102.3807,99.1569
2026-03-13,95.5939,99.0571,101.7718,94.9551
2026-03-12,97.8894,101.163,102.0413,97.4702
2026-03-11,103.6781,103.8777,106.1733,101.7219
2026-03-10,102.1311,102.2509,105.7441,100.7039
2026-03-09,102.2509,94.0868,103.1891,93.1087
2026-03-06,97.071,98.2687,102.7,95.9432
2026-03-05,103.3987,101.203,105.9238,98.9374
2026-03-04,102.8398,99.8057,104.4965,98.9473
2026-03-03,97.9493,95.015,99.6659,92.2903
2026-03-02,102.3607,96.9512,103.2689,96.013
2026-02-27,100.664,99.616,102.8697,98.8575
2026-02-26,105.824,110.2952,110.4649,101.8018
2026-02-25,110.405,106.5426,111.1935,106.4727
2026-02-24,104.4866,102.1212,105.794,100.0252
2026-02-23,100.7239,104.3069,105.4447,99.2168
2026-02-20,106.0834,102.2409,107.9199,101.8018
2026-02-19,104.5664,104.1772,105.6643,102.5403
2026-02-18,106.1433,104.1472,108.868,102.5603
2026-02-17,102.9895,101.0632,105.2251,97.6099
2026-02-13,103.3687,103.3388,106.2332,99.6859
2026-02-12,102.5902,112.1217,113.2196,101.8916
2026-02-11,111.4031,114.7765,115.5251,107.6304
2026-02-10,110.5448,113.5988,114.1477,110.1356
2026-02-09,112.3712,105.9537,113.8883,104.4965
2026-02-06,107.2811,100.7438,108.0297,99.636
2026-02-05,95.9232,99.3166,102.0713,94.6258
2026-02-04,101.4225,108.0197,108.1195,96.6119
2026-02-03,110.6845,120.0662,120.4255,105.9038
2026-02-02,118.2997,114.2675,120.4654,114.0779
2026-01-30,115.2057,120.2758,122.1921,112.99
2026-01-29,122.4815,125.2661,125.306,113.4491
2026-01-28,128.7493,128.7493,130.5458,127.2622
2026-01-27,125.8749,124.4178,127.2522,123.3698
2026-01-26,120.9944,119.0781,122.5115,118.2098
2026-01-23,118.619,117.082,120.3856,115.3753
2026-01-22,118.1799,120.0662,120.1461,116.5032
2026-01-21,115.6448,113.2395,118.4893,111.3033
2026-01-20,110.9939,114.1078,116.603,110.5048
2026-01-16,120.4654,123.0903,123.6692,118.9684
2026-01-15,120.1261,124.0784,125.3659,119.8067
2026-01-14,118.2897,120.4155,121.4136,114.8763
2026-01-13,122.9606,123.5594,125.5555,121.2739
2026-01-12,123.7291,119.677,124.9068,119.677
2026-01-09,122.1721,118.1499,123.1303,116.9922
2026-01-08,117.591,121.7829,121.7829,115.7047
2026-01-07,123.2999,123.0903,125.4657,122.1721
2026-01-06,123.6992,120.3656,123.9786,118.7687
2026-01-05,118.7687,122.3318,122.9905,117.8106
2026-01-02,117.9304,121.2739,123.3897,115.7945
2025-12-31,117.2617,121.5733,121.8228,117.1619
2025-12-30,120.9445,122.0424,123.0903,120.8447
2025-12-29,122.1422,120.7649,123.3798,120.0962
2025-12-26,123.759,124.1183,124.9966,123.1702
2025-12-24,123.4696,121.8827,123.8189,121.8827
2025-12-23,122.5015,119.4374,122.6113,118.6689
2025-12-22,120.695,122.3717,122.4316,119.3776
2025-12-19,118.7089,114.1677,118.7688,114.028
2025-12-18,111.6027,112.4411,113.6487,109.9559
2025-12-17,106.7521,114.8963,114.9063,106.6324
2025-12-16,114.3573,112.7604,115.3454,111.3232
2025-12-15,113.8882,119.2678,119.6071,113
2025-12-12,117.0521,125.805,126.0346,116.1439
2025-12-11,128.4299,126.1144,128.8591,120.9645
2025-12-10,130.5857,127.6814,131.7635,125.1962
2025-12-09,128.5517,126.6165,129.1247,125.8367
2025-12-08,127.5841,126.8513,129.4536,125.7992
2025-12-05,124.9443,123.8358,126.7292,122.9715
2025-12-04,122.3233,121.6657,123.0936,119.8244
2025-12-03,121.1114,118.4058,121.3744,116.884
2025-12-02,120.3317,118.7534,122.3984,117.8328
2025-12-01,116.8088,113.2859,117.7201,112.0177
2025-11-28,116.5834,114.3005,116.5834,113.4457
2025-11-26,113.8496,113.4081,115.1366,111.0971
2025-11-25,109.9979,106.1275,110.7401,101.5055
2025-11-24,109.3685,103.8447,110.167,103.6192
2025-11-21,101.8719,101.2518,105.9302,95.5307
2025-11-20,100.8385,118.9977,120.2283,100.1245
2025-11-19,111.3319,109.2934,114.9957,108.213
2025-11-18,109.0773,111.6326,113.4832,105.9866
2025-11-17,114.6857,116.9028,120.8484,111.8862
2025-11-14,120.5853,111.8862,123.5915,110.6367
2025-11-13,118.4434,125.8086,126.5601,116.5176
2025-11-12,128.3262,130.1675,130.2708,125.8931
2025-11-11,127.2459,127.7626,128.4484,124.4652
2025-11-10,130.5903,127.7344,131.0976,125.6582
2025-11-07,121.2993,119.3265,121.2993,112.8538
2025-11-06,122.9715,130.0548,130.0548,120.6041
2025-11-05,130.5903,127.8753,133.6246,127.7626
2025-11-04,129.2281,132.5443,135.1841,128.3638
2025-11-03,140.2006,142.3707,143.2068,137.9366
2025-10-31,138.6318,142.6713,142.6713,136.1329
2025-10-30,138.4251,140.6798,143.1035,138.0306
2025-10-29,143.4511,144.0335,146.0815,140.3228
2025-10-28,140.5482,138.1715,142.1359,137.0442
2025-10-27,136.5556,134.8553,136.8375,134.1695
2025-10-24,129.3878,127.9974,130.6278,127.415
2025-10-23,123.5727,118.3683,124.2585,117.7764
2025-10-22,119.3077,122.699,123.413,114.6951
2025-10-21,123.0842,122.7272,124.2209,121.1396
2025-10-20,122.7742,120.8671,124.2867,120.5947
2025-10-17,118.838,115.9821,119.8714,113.8966
2025-10-16,118.4152,120.8578,122.1636,115.8788
2025-10-15,118.0395,119.6459,120.9047,113.8496
2025-10-14,114.8548,114.6106,118.3495,110.6368
2025-10-13,119.3829,118.8474,120.5196,116.9215
2025-10-10,111.6889,127.3774,128.2511,111.1534
2025-10-09,126.9171,127.462,127.6123,124.8691
2025-10-08,127.3117,121.8536,127.5183,121.8536
2025-10-07,121.1959,125.5079,126.0904,119.2513
2025-10-06,123.6761,124.9067,125.9871,123.5258
2025-10-03,120.0686,122.3608,124.0988,118.8004
2025-10-02,122.126,123.0936,123.4976,120.388
2025-10-01,120.1062,114.9018,120.3505,114.8078
2025-09-30,116.837,114.7703,116.9685,114.1221
2025-09-29,114.6951,114.9393,116.7712,114.0375
2025-09-26,113.0605,112.4405,113.3235,110.0825
2025-09-25,112.1586,109.594,112.9384,107.5554
2025-09-24,112.9853,115.6345,115.8036,110.4489
2025-09-23,114.8548,117.4382,118.0395,113.3235
2025-09-22,118.0489,112.4123,118.2555,112.4123
2025-09-19,112.9384,110.7871,113.3423,109.951
2025-09-18,109.7067,108.4667,110.7589,106.9354
2025-09-17,104.7089,105.2162,105.686,101.2143
2025-09-16,105.545,107.4803,107.5742,105.1693
2025-09-15,106.663,104.4459,106.7569,104.0889
2025-09-12,103.9386,104.6432,105.0659,103.2622
2025-09-11,103.9104,105.019,105.5732,103.7695
2025-09-10,103.1777,103.4783,105.235,101.8437
2025-09-09,97.9638,97.9732,98.2175,95.8971
2025-09-08,97.3626,96.8835,98.4523,96.6862
2025-09-05,95.2583,97.729,97.8417,92.4212
2025-09-04,95.061,92.9003,95.2207,91.5006
2025-09-03,93.7082,93.6612,94.3001,91.7072
2025-09-02,92.2239,89.5278,92.393,88.3535
2025-08-29,95.1174,98.4523,98.4523,93.9619
2025-08-28,99.683,97.5599,100.3688,96.3574
2025-08-27,97.372,95.9253,97.7666,94.8825
2025-08-26,95.991,94.9107,96.301,94.4692
2025-08-25,94.704,95.1737,96.4138,93.9149
2025-08-22,95.3898,91.2751,97.1277,90.6269
2025-08-21,91.6978,92.0266,93.1352,90.5048
2025-08-20,92.7406,93.99,93.99,88.4004
2025-08-19,94.6852,99.8897,99.8897,94.1403
2025-08-18,99.8991,98.8563,100.1903,98.6778
2025-08-15,99.3918,101.327,101.327,98.1047
2025-08-14,101.8343,100.8667,102.8113,100.1809
2025-08-13,102.4637,103.9668,104.3895,101.3458
2025-08-12,102.2946,99.2978,102.4355,97.682
2025-08-11,97.992,99.4763,100.9982,97.1935
2025-08-08,99.8333,98.1517,100.2373,97.4753
2025-08-07,97.109,99.9648,100.5942,94.7134
2025-08-06,96.9962,94.0088,97.2405,93.8022
2025-08-05,94.037,97.1559,97.4659,93.0882
2025-08-04,96.0098,93.2103,96.1789,93.2103
2025-08-01,90.7396,93.9431,93.9431,89.2177
2025-07-31,96.8271,102.7925,102.8583,95.5589
2025-07-30,99.1569,98.8939,100.1621,96.8647
2025-07-29,98.5275,100.4439,102.1255,98.086
2025-07-28,98.612,97.2968,98.6402,96.7802
2025-07-25,96.3856,95.6716,97.0338,95.0328
2025-07-24,95.6528,95.4086,96.2729,94.1403
2025-07-23,94.5725,93.7552,94.9483,92.0266
2025-07-22,92.8064,95.4649,95.5871,90.9651
2025-07-21,95.8125,95.5307,97.6444,95.3146
2025-07-18,95.2771,96.2635,96.7426,94.5725
2025-07-17,95.5683,93.2385,96.038,92.9097
2025-07-16,93.013,92.2803,93.2385,88.9359
2025-07-15,92.1112,92.9942,93.6518,92.1112
2025-07-14,89.9035,89.462,90.5423,87.3389
2025-07-11,90.1102,89.9975,91.7636,89.7156
2025-07-10,91.3502,93.0036,93.323,89.9599
2025-07-09,92.3085,91.6884,93.417,90.3357
2025-07-08,90.6926,90.3732,91.2657,89.6593
2025-07-07,89.3493,90.4672,91.1248,88.1092
2025-07-03,91.5851,89.368,92.3554,89.368
2025-07-02,88.2971,84.7366,88.3253,84.5488
2025-07-01,85.6009,87.1322,87.5174,83.7127
2025-06-30,87.9119,87.5268,88.5601,86.39
2025-06-27,85.4224,86.3055,87.3483,84.1918
2025-06-26,85.8734,85.3473,86.1552,84.1636
2025-06-25,84.079,83.1866,84.4454,83.0175
2025-06-24,82.0029,80.0865,82.2659,79.8516
2025-06-23,77.8318,75.189,77.9724,73.9051
2025-06-20,75.1984,77.0634,77.8599,74.1769
2025-06-18,76.3605,76.5198,77.7287,75.2078
2025-06-17,75.9669,76.5292,78.4223,75.5358
2025-06-16,77.7943,75.592,78.4316,75.592
2025-06-13,74.1206,74.7111,76.4917,73.3803
2025-06-12,77.4945,75.3577,78.0474,75.3015
2025-06-11,75.4421,76.4823,77.4289,74.2706
2025-06-10,75.9294,74.6829,76.3042,73.9332
2025-06-09,74.7298,74.4487,76.0981,74.3924
2025-06-06,73.6521,73.5115,74.6455,73.0616
2025-06-05,71.6184,72.9492,74.8423,70.7937
2025-06-04,72.3588,72.2838,73.0242,71.3091
2025-06-03,72.0027,69.163,72.1995,69.0693
2025-06-02,68.9194,66.5577,69.0881,66.3515
2025-05-30,67.195,67.5886,67.7948,64.1398
2025-05-29,67.9166,70.9249,70.9249,66.8951
2025-05-28,67.5792,68.9194,69.4723,67.2699
2025-05-27,68.4133,66.97,68.6944,66.2484
2025-05-23,64.0555,62.5747,65.1332,62.4623
2025-05-22,66.1641,66.1735,67.9822,65.7424
2025-05-21,66.1735,68.1321,71.0374,65.3113
2025-05-20,70.1096,69.5754,70.1096,68.5257
2025-05-19,70.8968,68.029,71.3935,67.8885
2025-05-16,71.2623,71.5341,71.5341,69.4067
2025-05-15,70.8687,69.5285,72.1151,69.2099
2025-05-14,70.6063,70.1283,71.4685,69.4161
2025-05-13,69.2474,65.8173,69.9784,65.6018
2025-05-12,65.1145,64.4116,65.1801,62.631
2025-05-09,57.2985,58.17,58.5449,56.3238
2025-05-08,57.336,57.4765,59.0322,56.0146
2025-05-07,55.8646,54.2339,56.5675,53.0625
2025-05-06,54.1871,53.1093,55.396,52.6407
2025-05-05,55.5741,55.0586,56.8486,54.9181
2025-05-02,56.4738,55.7521,57.336,55.2742
2025-05-01,53.9153,54.9555,56.4925,53.7747
2025-04-30,51.713,48.1236,52.2003,47.1021
2025-04-29,51.0382,49.6231,51.6567,49.5481
2025-04-28,50.3541,50.3259,51.1413,48.0767
2025-04-25,50.5509,48.0486,50.8695,47.8518
2025-04-24,48.4985,44.9372,48.6765,44.6842
2025-04-23,43.5783,44.7966,46.0806,43.1285
2025-04-22,40.0358,38.9112,40.8137,38.2552
2025-04-21,37.4305,38.6488,38.9393,35.7249
2025-04-17,40.6169,42.1632,42.1632,40.0827
2025-04-16,41.3854,42.3225,43.822,38.9956
2025-04-15,46.1462,45.8275,47.1864,45.5183
2025-04-14,45.612,48.6484,48.7702,44.2156
2025-04-11,44.4686,41.1886,44.9935,40.3264
2025-04-10,42.032,43.7376,44.731,37.14
2025-04-09,48.5734,34.9845,49.4169,34.7221
2025-04-08,34.9845,41.3104,42.7536,32.8009
2025-04-07,37.0744,31.9762,42.0789,30.4767
2025-04-04,36.5964,41.1417,42.2476,36.3902
2025-04-03,45.7244,49.2013,49.8855,45.4433
2025-04-02,57.1579,53.4842,58.6011,53.4186
2025-04-01,55.9864,54.084,56.0989,52.7532
2025-03-31,54.8806,51.7786,55.1336,50.2229
2025-03-28,54.7587,58.1044,58.7792,54.1215
2025-03-27,59.1634,59.4727,60.4755,58.1138
2025-03-26,60.8316,64.524,64.9926,60.0256
2025-03-25,65.1519,64.4116,65.405,64.2804
2025-03-24,64.5156,64.0951,64.9641,63.6373
2025-03-21,61.1053,58.5172,61.3202,57.6389
2025-03-20,60.6475,59.8346,62.6843,59.573
2025-03-19,62.1331,60.7129,64.1138,59.7972
2025-03-18,59.7131,61.2081,61.3949,59.0124
2025-03-17,62.5161,60.9465,63.8522,60.5727
2025-03-14,61.18,58.4892,61.451,58.3957
2025-03-13,56.3589,59.2086,59.5169,55.5741
2025-03-12,59.7038,60.0121,61.1987,57.6016
2025-03-11,57.0036,57.0129,59.8907,55.247
2025-03-10,57.8071,62.1891,62.5909,55.7422
2025-03-07,66.1133,63.1888,66.6552,60.9932
2025-03-06,63.5346,64.9921,68.2342,62.5068
2025-03-05,69.2433,67.113,69.916,64.4315
2025-03-04,66.4684,65.1696,70.0375,62.6469
2025-03-03,66.8608,74.7465,74.9708,65.1229
2025-02-28,73.1862,69.9067,73.6253,67.9072
2025-02-27,70.8223,80.5674,80.9318,70.6448
2025-02-26,79.3341,79.278,81.5391,77.5869
2025-02-25,76.8768,79.4836,79.6518,75.1576
2025-02-24,79.9788,84.5477,85.2764,79.6518
2025-02-21,83.6227,91.1721,91.1908,83.5106
2025-02-20,91.1441,91.9102,92.0971,88.2196
2025-02-19,92.013,91.6673,93.0781,89.7426
2025-02-18,92.0223,90.9011,92.0317,89.6958
2025-02-14,89.5463,88.556,89.7893,87.9673
2025-02-13,88.8363,85.6969,88.9671,85.2671
2025-02-12,85.2484,82.2212,85.5381,81.8475
2025-02-11,85.7623,84.2394,86.8088,84.1833
2025-02-10,85.6969,83.959,86.3323,83.959
2025-02-07,82.081,85.0429,86.5845,81.2962
2025-02-06,84.3795,83.6881,84.8934,82.6043
2025-02-05,83.8469,80.6982,83.8469,79.82
2025-02-04,80.3619,77.9606,80.773,77.8298
2025-02-03,77.0917,75.0455,78.568,73.7842
2025-01-31,80.3619,84.0245,85.6782,79.7826
2025-01-30,81.8194,80.8384,82.7351,79.3808
2025-01-29,81.4644,82.9874,83.1555,79.0725
2025-01-28,83.4919,79.0912,84.0992,76.5218
2025-01-27,77.5309,79.0071,81.2869,75.0642
2025-01-24,90.8357,94.3675,94.5357,89.8547
2025-01-23,93.7976,91.3029,93.863,90.817
2025-01-22,92.8819,90.7143,93.9471,90.6302
2025-01-21,87.4254,86.3136,88.0982,84.4729
2025-01-17,85.3792,86.1454,86.2482,84.2767
2025-01-16,81.5952,85.6595,85.8184,81.5765
2025-01-15,83.6227,82.0624,84.2954,81.3709
2025-01-14,78.951,80.147,80.773,77.0824
2025-01-13,78.3157,76.1387,78.4652,75.4847
2025-01-10,80.1189,82.9873,82.9873,78.568
2025-01-08,85.8464,86.3323,86.4631,83.2957
2025-01-07,85.9025,92.4988,92.8259,84.9775
2025-01-06,91.359,90.9665,94.0312,90.3873
2025-01-03,87.986,85.2484,88.3784,85.0242
2025-01-02,84.0805,86.4911,87.3974,81.7073
2024-12-31,84.6037,87.6123,87.7618,83.8656
2024-12-30,86.9115,86.4257,89.0698,84.7906
2024-12-27,90.3873,92.5269,92.5643,87.6403
2024-12-26,94.2834,93.4332,95.2925,92.3026
2024-12-24,94.0498,92.0784,94.0872,91.8448
2024-12-23,91.3403,89.2661,91.3963,87.9019
2024-12-20,88.7662,83.0303,90.6439,82.2082
2024-12-19,84.9454,87.0099,87.9628,84.5157
2024-12-18,84.8613,94.6889,95.3709,83.9365
2024-12-17,93.8201,93.3157,94.8197,92.3441
2024-12-16,95.483,93.0074,95.7072,92.4282
2024-12-13,92.7645,94.063,95.1093,90.5318
2024-12-12,91.6995,91.3726,92.6711,90.7467
2024-12-11,93.2643,91.63,94.0767,90.5561
2024-12-10,89.3888,92.3117,93.0682,88.511
2024-12-09,93.367,94.4129,95.0853,92.5639
2024-12-06,95.1133,94.6931,96.3927,94.3102
2024-12-05,94.1701,95.2534,95.5149,93.7499
2024-12-04,95.739,93.9273,95.7857,93.3297
2024-12-03,90.7149,88.7164,90.7615,88.0347
2024-12-02,89.781,87.3717,90.7335,87.3717
2024-11-29,87.325,85.5039,87.8386,85.3358
2024-11-27,85.0557,86.9981,86.9981,82.7024
2024-11-26,88.7071,88.6417,89.5102,87.5678
2024-11-25,87.3436,89.3047,89.837,86.2323
2024-11-22,87.4277,87.0261,87.9786,85.8868
2024-11-21,87.4184,87.1475,88.567,83.3094
2024-11-20,84.7569,85.1678,85.2611,81.3856
2024-11-19,85.1864,81.6284,85.2705,81.5724
2024-11-18,83.1226,82.4315,84.1405,81.2269
2024-11-15,82.609,85.3825,85.9148,81.4323
2024-11-14,89.0433,90.388,90.7709,88.5296
2024-11-13,90.332,90.332,91.9569,89.1366
2024-11-12,90.8643,90.2946,91.2378,88.8098
2024-11-11,90.6775,92.125,92.3398,88.9685
2024-11-08,92.125,92.1717,93.0962,91.1724
2024-11-07,92.5639,89.7063,92.8627,89.6876
2024-11-06,87.7919,85.7187,88.4736,85.065
2024-11-05,81.0961,78.4813,81.2922,78.4813
2024-11-04,77.837,78.1732,79.4992,76.8377
2024-11-01,78.0611,76.6136,79.7607,76.2681
2024-10-31,76.3801,81.5257,81.7498,76.2961
2024-10-30,84.6635,86.3537,87.0541,84.4113
2024-10-29,88.8378,85.8961,89.5569,84.9436
2024-10-28,85.4572,86.9514,86.9888,85.3358
2024-10-25,85.4946,85.5693,88.3242,85.1304
2024-10-24,84.3086,84.4954,84.8596,82.7491
2024-10-23,83.6362,86.3257,86.6619,81.3203
2024-10-22,87.3997,86.3444,88.1841,85.4666
2024-10-21,87.6425,85.4572,87.6612,85.1304
2024-10-18,86.3444,86.8487,87.381,85.8868
2024-10-17,85.7561,88.4549,88.5576,85.6533
2024-10-16,84.8222,84.8783,85.2425,82.114
2024-10-15,84.3273,90.2666,90.8736,83.1133
2024-10-14,89.8557,88.1841,90.5281,88.1841
2024-10-11,86.6059,85.3358,87.2689,85.2051
2024-10-10,86.2604,84.6354,86.9701,83.9351
2024-10-09,86.4378,83.8137,86.7553,83.0572
2024-10-08,83.6736,80.7319,84.0191,80.3957
2024-10-07,79.3778,79.9568,81.3856,78.6774
2024-10-04,80.9934,81.3389,81.6191,78.444
2024-10-03,78.4627,76.763,80.1062,76.707
2024-10-02,77.3794,75.8852,78.4907,74.4377
2024-10-01,75.8759,81.0308,81.1335,74.3537
2024-09-30,81.7405,79.9101,81.9086,78.7988
2024-09-27,81.0307,83.8136,83.8136,80.1436
2024-09-26,83.3747,84.953,85.2611,80.9654
2024-09-25,80.3584,79.107,81.3856,79.079
2024-09-24,79.6393,79.1257,80.1716,76.5296
2024-09-23,78.1265,78.3973,78.6494,77.4167
2024-09-20,78.1265,78.4627,79.2658,76.0626
2024-09-19,78.9389,79.051,80.8066,77.837
2024-09-18,72.8502,75.5584,77.2299,72.7381
2024-09-17,75.0447,77.6222,78.0611,73.8681
2024-09-16,75.437,74.7086,76.1934,73.3451
2024-09-13,76.4362,75.6331,76.9498,74.6152
2024-09-12,75.3529,73.2891,76.2681,71.7856
2024-09-11,73.5039,67.4058,73.8681,64.2027
2024-09-10,66.7241,65.1552,66.8735,63.3715
2024-09-09,63.9225,63.2314,64.0906,61.5038
2024-09-06,61.2143,65.977,66.3132,60.0563
2024-09-05,66.1731,64.9964,68.6385,64.8937
2024-09-04,66.4719,64.9404,68.7505,64.4361
2024-09-03,66.9669,75.3622,75.4463,65.7902
2024-08-30,77.7623,77.286,78.6494,74.8019
2024-08-29,74.9794,77.0339,80.2837,74.3163
2024-08-28,77.1739,79.9568,80.4144,75.0447
2024-08-27,80.3864,77.5101,80.8627,76.2961
2024-08-26,78.9856,82.1794,82.721,77.7062
2024-08-23,82.03,80.5451,83.1133,79.0043
2024-08-22,78.5093,85.4946,86.1016,77.7903
2024-08-21,84.1965,83.1226,85.0463,82.1234
2024-08-20,82.7304,83.0479,84.514,81.3203
2024-08-19,83.6362,79.3778,83.7016,78.2759
2024-08-16,79.7514,78.444,80.2276,77.4261
2024-08-15,79.4339,76.0626,79.7047,75.5397
2024-08-14,73.2237,73.3264,74.279,70.2727
2024-08-13,72.0377,68.293,72.0938,68.1435
2024-08-12,65.9957,64.9871,67.4618,64.1093
2024-08-09,64.4081,63.3622,65.4634,62.3069
2024-08-08,63.5396,60.3458,64.0532,57.7964
2024-08-07,57.2174,64.4081,65.4634,57.04
2024-08-06,60.3552,60.2058,63.7824,58.226
2024-08-05,58.1793,51.8291,61.5038,51.1754
2024-08-02,64.2027,64.5855,66.4252,60.8408
2024-08-01,70.4875,78.5654,81.2736,67.9381
2024-07-31,79.2564,77.1086,80.0502,75.3809
2024-07-30,70.3474,76.9031,77.1366,68.6385
2024-07-29,76.1373,78.9109,79.9288,75.3809
2024-07-26,77.0805,77.0432,78.9202,75.2689
2024-07-25,74.335,76.679,80.0222,71.0852
2024-07-24,77.1459,84.3926,85.1958,76.4922
2024-07-23,87.8946,87.8759,90.2106,87.493
2024-07-22,88.9312,86.4191,89.1927,85.2705
2024-07-19,83.1693,85.9709,87.353,82.4969
2024-07-18,87.2409,90.1639,90.1639,83.9631
2024-07-17,87.4184,92.0129,92.2837,87.1475
2024-07-16,98.9235,100.5204,100.6698,96.6822
