Date,Price,Open,High,Low
2026-05-26,81.7617,80.4049,82.081,79.7963
2026-05-22,77.6612,77.8607,79.1478,77.1524
2026-05-21,76.7732,75.0073,77.6113,74.2989
2026-05-20,76.3342,73.9198,76.3542,73.4509
2026-05-19,72.7625,72.2437,74.3289,70.797
2026-05-18,74.1493,75.9551,76.0948,71.9344
2026-05-15,75.1669,75.556,77.1923,74.0595
2026-05-14,78.7686,77.1125,79.497,76.9828
2026-05-13,77.0626,75.6359,77.761,74.0196
2026-05-12,74.7878,75.127,75.7556,71.3856
2026-05-11,76.7832,75.8254,77.1823,75.3765
2026-05-08,76.1048,72.6527,76.1347,72.533
2026-05-07,71.1761,71.7049,73.1316,70.2183
2026-05-06,71.4056,69.1009,71.4954,68.7218
2026-05-05,67.2352,66.2175,67.6143,66.0978
2026-05-04,64.7609,65.2897,65.8983,63.6335
2026-05-01,65.15,63.7432,65.6888,63.6634
2026-04-30,63.394,62.7455,63.6534,60.5606
2026-04-29,61.7179,60.8599,61.7279,60.3111
2026-04-28,60.6005,60.5805,61.1891,59.5429
2026-04-27,62.4961,62.2666,62.556,61.4984
2026-04-24,62.4163,60.9397,62.5959,60.4209
2026-04-23,59.084,59.6626,60.5905,57.4577
2026-04-22,60.0717,58.7946,60.1615,58.3556
2026-04-21,57.2681,58.3457,58.8345,56.6895
2026-04-20,57.9466,58.2658,58.4454,56.7793
2026-04-17,58.4554,57.6473,58.8046,57.2382
2026-04-16,56.3004,56.0011,56.7892,54.9734
2026-04-15,55.5222,53.4469,55.612,53.2075
2026-04-14,53.2873,51.2719,53.3073,51.262
2026-04-13,50.5436,48.6679,50.6234,48.3487
2026-04-10,49.057,49.2466,49.6956,48.7079
2026-04-09,48.8475,47.9097,48.9772,47.2013
2026-04-08,47.8897,48.5283,48.8076,47.0417
2026-04-07,44.0486,43.3502,44.1084,41.7439
2026-04-06,43.9987,43.4998,44.4876,43.1706
2026-04-02,43.2305,40.7861,43.45,40.3471
2026-04-01,43.1307,42.5321,43.879,42.3126
2026-03-31,41.5843,39.0002,41.9035,38.9803
2026-03-30,37.803,39.6587,39.8183,37.2343
2026-03-27,38.6909,40.4668,40.4968,38.4714
2026-03-26,41.1353,43.1307,43.5797,41.0555
2026-03-25,44.288,44.5973,45.1161,43.849
2026-03-24,43.448,43.6671,44.3743,43.0197
2026-03-23,44.3942,44.9321,45.968,43.956
2026-03-20,42.9101,45.0018,45.0317,42.1332
2026-03-19,45.5098,44.693,46.1373,44.1253
2026-03-18,45.9182,47.5318,47.9203,45.8684
2026-03-17,47.9701,47.9302,48.5677,47.6214
2026-03-16,47.2728,47.1832,48.0796,46.9939
2026-03-13,45.7489,47.1632,48.0597,45.4899
2026-03-12,46.6453,47.9601,48.2988,46.5656
2026-03-11,49.1554,49.4841,50.3207,48.5378
2026-03-10,49.2052,49.2151,50.5399,48.6374
2026-03-09,49.1952,46.0078,49.5737,45.3205
2026-03-06,47.3525,47.472,48.8565,46.9939
2026-03-05,49.6036,49.245,50.5598,47.98
2026-03-04,50.0618,48.498,50.5897,48.3286
2026-03-03,47.9103,46.6254,48.478,45.5397
2026-03-02,49.504,47.2728,49.9522,47.0437
2026-02-27,49.3247,48.2589,49.5737,48.0697
2026-02-26,49.8526,51.4264,51.4363,48.5179
2026-02-25,51.6654,50.3506,51.7551,50.3307
2026-02-24,49.5837,48.2589,49.8426,47.6314
2026-02-23,48.0497,49.3346,49.6833,47.472
2026-02-20,49.8626,47.7708,50.251,47.5716
2026-02-19,48.6374,48.478,49.2052,47.9701
2026-02-18,49.1952,48.3386,50.1614,48.0099
2026-02-17,48.1593,47.4521,48.7868,46.2369
2026-02-13,48.2788,47.9601,49.3944,46.9939
2026-02-12,48.0697,51.5957,51.8646,47.8007
2026-02-11,51.1973,52.0041,52.2929,49.8426
2026-02-10,50.8188,51.765,52.1933,50.6893
2026-02-09,51.5359,49.8626,52.0638,49.245
2026-02-06,50.3905,48.1494,50.8088,47.8107
2026-02-05,47.4521,48.1991,49.3347,46.8744
2026-02-04,49.5637,51.9344,51.9443,48.239
2026-02-03,52.3129,55.4206,55.5401,50.8785
2026-02-02,54.8827,52.9503,55.4903,52.9404
2026-01-30,53.787,54.803,55.4903,53.1097
2026-01-29,55.819,56.7254,56.9844,52.8507
2026-01-28,56.835,57.4724,57.7812,56.5063
2026-01-27,56.317,55.7592,56.576,55.3409
2026-01-26,54.8628,54.2552,55.4106,53.9962
2026-01-23,54.1655,53.3786,54.8528,53.1097
2026-01-22,53.6874,54.1058,54.1157,52.9404
2026-01-21,52.522,50.8686,53.5878,50.4702
2026-01-20,50.5299,51.1873,52.3527,50.2809
2026-01-16,53.9265,55.1018,55.2413,53.3687
2026-01-15,54.1655,55.4305,55.6098,53.9165
2026-01-14,53.6177,54.3349,54.6636,52.2929
2026-01-13,55.3807,55.6895,56.2772,54.7432
2026-01-12,55.6696,54.3847,56.1178,54.3647
2026-01-09,55.5401,54.1755,55.8787,53.5778
2026-01-08,53.9763,54.6536,54.7632,53.289
2026-01-07,54.9524,54.6735,55.9684,54.554
2026-01-06,54.793,53.7073,54.9524,53.528
2026-01-05,53.3886,53.7372,54.1157,53.0798
2026-01-02,52.1435,53.9564,54.6636,51.4065
2025-12-31,52.5121,53.9165,53.9862,52.4324
2025-12-30,53.8866,53.9862,54.6038,53.8269
2025-12-29,54.2751,54.0759,54.7731,53.7073
2025-12-26,55.0919,55.301,55.5301,54.8926
2025-12-24,55.1417,54.6536,55.2313,54.5639
2025-12-23,54.7074,53.6731,54.767,53.5637
2025-12-22,53.9516,54.5085,54.588,53.5836
2025-12-19,53.2256,51.9128,53.3449,51.9029
2025-12-18,51.2266,51.3858,52.1714,50.6995
2025-12-17,49.1282,52.3604,52.5095,49.0984
2025-12-16,52.0421,51.1471,52.4797,50.8189
2025-12-15,51.7338,53.7626,53.7626,51.4355
2025-12-12,52.5294,54.8068,55.2146,51.9427
2025-12-11,55.8013,55.324,55.8511,53.683
2025-12-10,56.3384,55.3439,56.7759,54.588
2025-12-09,55.7019,55.145,55.9107,54.7869
2025-12-08,55.493,56.2588,56.7262,54.8168
2025-12-05,55.8411,55.5527,56.766,55.3737
2025-12-04,55.2046,55.7317,55.7417,54.3096
2025-12-03,55.3836,54.3593,55.5726,53.9317
2025-12-02,54.9958,54.3295,55.4533,53.8422
2025-12-01,53.7527,52.8178,54.3494,52.5294
2025-11-28,54.24,53.5239,54.3096,53.335
2025-11-26,53.0764,52.6189,53.5637,52.0819
2025-11-25,51.7239,50.3614,52.072,48.81
2025-11-24,50.799,48.4321,51.167,48.4023
2025-11-21,47.2188,46.5923,48.8299,44.9911
2025-11-20,46.1945,52.6587,53.2455,45.9757
2025-11-19,49.7498,49.0537,51.2913,48.447
2025-11-18,48.9095,49.71,50.3913,47.6365
2025-11-17,50.7443,51.4206,53.0217,49.7796
2025-11-14,52.0819,49.715,53.2504,49.1133
2025-11-13,52.0421,54.4836,54.6378,51.4156
2025-11-12,55.4682,56.4527,56.4577,54.5632
2025-11-11,55.5825,55.3289,55.9008,54.4985
2025-11-10,56.045,54.9113,56.3135,54.4041
2025-11-07,52.599,52.2211,52.6289,49.705
2025-11-06,53.151,55.8759,55.9406,52.7681
2025-11-05,56.3085,55.0356,57.1837,54.6676
2025-11-04,55.2345,56.3682,57.3876,55.0157
2025-11-03,58.8345,59.6699,59.8788,58.218
2025-10-31,58.0389,59.4163,59.4163,57.3726
2025-10-30,57.2284,58.9688,59.3417,57.1986
2025-10-29,59.9733,59.9534,60.3512,58.4467
2025-10-28,59.2174,58.5014,59.7097,58.208
2025-10-27,57.8947,56.945,58.024,56.8207
2025-10-24,54.9759,54.6925,55.324,54.4637
2025-10-23,53.3151,51.8482,53.519,51.7537
2025-10-22,52.0123,53.4295,53.5737,50.5106
2025-10-21,53.5886,53.6532,53.9416,53.0416
2025-10-20,53.6482,52.5145,53.9615,52.4847
2025-10-17,51.709,50.1824,52.0968,49.7846
2025-10-16,50.7443,52.0521,52.8725,49.6006
2025-10-15,51.3161,51.7836,52.4648,49.7448
2025-10-14,50.2868,49.5907,51.4802,48.268
2025-10-13,51.3311,50.7493,51.5548,50.1476
2025-10-10,48.268,54.0659,54.5284,48.1487
2025-10-09,53.9267,54.1405,54.1803,53.0863
2025-10-08,54.1405,52.5692,54.225,52.5394
2025-10-07,52.3653,53.5538,53.7328,51.9725
2025-10-06,53.2256,53.4046,53.6433,52.7731
2025-10-03,52.062,52.9272,53.141,51.5946
2025-10-02,52.778,53.1112,53.1261,52.0421
2025-10-01,52.1416,50.5852,52.2808,50.3714
2025-09-30,51.4156,50.9233,51.5001,50.3316
2025-09-29,51.0178,51.1123,51.8532,50.6896
2025-09-26,50.3465,49.9238,50.4111,49.0984
2025-09-25,49.7498,49.4266,50.1575,48.4818
2025-09-24,50.4261,51.3211,51.3957,49.72
2025-09-23,50.974,52.057,52.1116,50.6611
2025-09-22,52.0222,50.8796,52.2011,50.8796
2025-09-19,51.1578,50.6114,51.3118,50.2487
2025-09-18,50.1643,50.055,50.8548,49.5731
2025-09-17,48.8478,49.126,49.28,47.4469
2025-09-16,49.1608,49.5135,49.5831,48.9869
2025-09-15,49.2949,48.5051,49.3148,48.4703
2025-09-12,48.0679,47.6705,48.3709,47.4569
2025-09-11,47.4767,47.288,47.6804,46.9005
2025-09-10,46.6918,47.4171,47.4221,46.1702
2025-09-09,46.6422,46.4484,46.7514,45.8225
2025-09-08,46.2646,46.1553,46.7465,46.0212
2025-09-05,45.6138,46.667,46.816,44.5557
2025-09-04,45.4648,44.4116,45.5344,44.0242
2025-09-03,44.2676,44.0788,44.6501,43.5125
2025-09-02,43.2591,42.2805,43.3386,41.8532
2025-08-29,44.3918,45.4151,45.4996,43.9596
2025-08-28,46.051,45.3456,46.2547,44.9631
2025-08-27,45.2263,44.7793,45.4251,44.4812
2025-08-26,45.0227,44.3669,45.0922,44.1334
2025-08-25,44.506,44.5209,45.1965,44.2278
2025-08-22,44.8985,43.2293,45.3654,42.9064
2025-08-21,42.966,43.1945,43.6913,42.4196
2025-08-20,43.5721,44.1285,44.1583,41.9178
2025-08-19,44.3818,46.0858,46.1305,44.1235
2025-08-18,46.2696,46.1007,46.4285,45.8175
2025-08-15,46.3292,46.9303,46.9502,45.9119
2025-08-14,46.9949,46.6173,47.4867,46.518
2025-08-13,47.124,47.7152,47.8493,46.7862
2025-08-12,47.0545,45.9119,47.1389,45.2711
2025-08-11,45.3804,45.8175,46.3193,45.0674
2025-08-08,45.7827,44.8289,45.8423,44.7594
2025-08-07,44.5805,45.1518,45.5393,43.6267
2025-08-06,44.1334,42.7375,44.2477,42.6282
2025-08-05,42.5438,43.741,44.0192,42.4345
2025-08-04,43.4479,42.3351,43.5025,42.3053
2025-08-01,41.1925,42.35,42.3848,40.666
2025-07-31,43.8205,46.056,46.0758,43.5473
2025-07-30,44.5557,44.5805,45.1469,43.8453
2025-07-29,44.4017,45.2015,45.5194,44.203
2025-07-28,44.6054,44.506,44.8041,44.3024
2025-07-25,44.1732,43.8702,44.5011,43.7062
2025-07-24,43.9248,43.9397,44.1931,43.5174
2025-07-23,43.6367,43.3088,43.6565,42.6729
2025-07-22,43.0703,43.7807,43.7956,42.4593
2025-07-21,43.7509,43.2939,44.203,43.279
2025-07-18,43.0952,43.5373,43.587,42.817
2025-07-17,43.2442,42.4096,43.3784,42.2258
2025-07-16,42.2606,42.2556,42.3997,40.9541
2025-07-15,42.1414,42.9362,43.0554,42.1265
2025-07-14,42.0321,41.5452,42.196,41.0087
2025-07-11,41.59,41.3913,41.9526,41.1081
2025-07-10,41.9079,42.2407,42.3351,41.3018
2025-07-09,42.1016,41.7142,42.4196,41.4062
2025-07-08,41.2472,41.4707,41.6198,40.969
2025-07-07,41.1925,41.5303,41.7142,40.6362
2025-07-03,42.1314,41.4757,42.3699,41.4757
2025-07-02,40.9839,39.9705,41.0286,39.9556
2025-07-01,40.1841,40.7951,41.0038,39.6476
2025-06-30,41.2323,41.1329,41.4757,40.6511
2025-06-27,40.4474,40.2536,40.8597,39.6674
2025-06-26,40.0549,39.4538,40.1642,39.0564
2025-06-25,38.9869,39.1856,39.4538,38.6093
2025-06-24,38.6898,38.1003,38.8929,37.9764
2025-06-23,37.0055,36.0296,37.1194,35.3806
2025-06-20,35.8909,37.0352,37.3176,35.5292
2025-06-18,36.3912,36.6191,37.1343,36.0841
2025-06-17,36.4407,36.9956,37.3423,36.2029
2025-06-16,37.5504,36.7677,37.7733,36.7677
2025-06-13,36.0791,36.2129,37.0996,35.8017
2025-06-12,37.4959,36.9559,37.7139,36.9163
2025-06-11,37.2532,37.9418,38.1845,36.7677
2025-06-10,37.6396,37.0104,37.7931,36.5398
2025-06-09,36.9262,36.8123,37.273,36.5794
2025-06-06,36.7627,36.7925,37.159,36.4308
2025-06-05,35.7422,36.8816,37.4761,35.3212
2025-06-04,36.5943,36.4506,36.8172,36.0196
2025-06-03,36.302,35.549,36.5993,35.3707
2025-06-02,35.4747,34.2808,35.5292,34.0282
2025-05-30,34.6772,34.7415,34.9744,33.2108
2025-05-29,34.8604,36.1633,36.193,34.3452
2025-05-28,34.692,35.341,35.6382,34.5682
2025-05-27,35.1428,34.1768,35.2468,33.8796
2025-05-23,32.8541,32.2448,33.3594,32.1309
2025-05-22,33.83,33.7656,34.5533,33.4981
2025-05-21,33.6567,34.3007,35.663,33.2802
2025-05-20,35.118,34.9645,35.2568,34.3799
2025-05-19,35.4896,33.9192,35.5986,33.8994
2025-05-16,35.3955,35.227,35.4301,34.5038
2025-05-15,34.9645,34.4195,35.5144,34.1471
2025-05-14,34.8555,34.484,34.9793,34.2858
2025-05-13,34.2511,33.0275,34.6078,32.8739
2025-05-12,32.7501,32.6213,32.7749,31.6305
2025-05-09,29.213,29.6242,29.857,28.896
2025-05-08,29.2824,29.327,30.075,28.5641
2025-05-07,28.4353,28.2173,28.8613,27.2909
2025-05-06,28.1083,27.7714,28.7523,27.5287
2025-05-05,28.9307,28.683,29.4756,28.5839
2025-05-02,29.4409,29.0495,29.8174,28.7474
2025-05-01,28.1232,28.5145,29.1734,28.0538
2025-04-30,27.1869,25.7404,27.4544,24.9279
2025-04-29,27.1819,26.2754,27.3305,26.1713
2025-04-28,26.6618,26.7609,27.068,25.5818
2025-04-25,26.6816,25.78,26.7856,25.5026
2025-04-24,25.8295,24.1452,25.8989,24.0461
2025-04-23,23.8034,24.3929,25.1806,23.5953
2025-04-22,22.3222,21.5296,22.7779,21.3512
2025-04-21,20.7369,21.485,21.6187,19.9344
2025-04-17,22.3717,22.8324,22.9315,21.9705
2025-04-16,22.4361,23.199,23.7836,21.3809
2025-04-15,24.6654,24.7496,25.3688,24.3681
2025-04-14,24.5712,25.7106,25.7849,23.8133
2025-04-11,24.0659,22.6244,24.3087,22.1042
2025-04-10,22.8572,24.1155,24.4424,20.5933
2025-04-09,26.0624,19.2012,26.4587,19.1864
2025-04-08,19.2706,22.4857,23.1891,18.3789
2025-04-07,20.4347,18.2055,23.199,17.3386
2025-04-04,20.3555,22.7829,23.1742,20.3258
2025-04-03,24.918,25.9732,26.6667,24.8239
2025-04-02,29.6886,27.8358,30.3177,27.7863
2025-04-01,29.0396,28.0786,29.2229,27.5535
2025-03-31,28.3857,27.1076,28.5492,26.2754
2025-03-28,28.4055,30.4862,30.6199,28.2222
2025-03-27,30.8627,31.0113,31.8188,30.5902
2025-03-26,31.3977,33.0126,33.186,31.0905
2025-03-25,33.2465,32.8365,33.2761,32.6439
2025-03-24,32.6636,32.1351,32.8612,32.0166
2025-03-21,30.7126,29.4037,30.8311,29.1765
2025-03-20,30.4261,29.9618,31.4288,29.8186
2025-03-19,30.7422,29.9717,31.5671,29.6062
2025-03-18,29.5914,30.5101,30.515,29.1468
2025-03-17,31.1621,30.5644,31.7499,30.2039
2025-03-14,30.5694,29.4926,30.7373,29.3889
2025-03-13,28.5443,30.031,30.0557,28.1738
2025-03-12,30.194,30.5941,30.9497,29.2209
2025-03-11,29.1962,29.3395,30.5496,28.3368
2025-03-10,29.542,31.6116,31.7054,28.5887
2025-03-07,33.2959,32.3821,33.5922,31.0633
2025-03-06,32.6192,33.7799,34.8221,32.1895
2025-03-05,35.5679,34.3529,35.9038,33.3354
2025-03-04,34.2343,33.9627,35.9433,32.6044
2025-03-03,34.6147,37.7215,38.0574,33.8046
2025-02-28,37.0053,35.2963,37.1288,34.6147
2025-02-27,35.3852,39.3761,39.5984,35.3062
2025-02-26,38.5859,38.8131,39.7367,37.8795
2025-02-25,38.3389,39.6774,39.7021,37.4301
2025-02-24,39.8602,41.7371,42.0088,39.7614
2025-02-21,41.3469,44.3401,44.35,41.2284
2025-02-20,44.108,44.4785,44.5674,42.9176
2025-02-19,44.6513,44.4538,45.007,43.9203
2025-02-18,44.6464,44.7649,44.8242,43.8363
2025-02-14,44.3698,43.866,44.5427,43.7623
2025-02-13,43.8561,42.4682,43.9401,42.2706
2025-02-12,42.0829,40.6406,42.2854,40.5517
2025-02-11,41.9989,41.5248,42.4731,41.4951
2025-02-10,42.3002,41.8507,42.5768,41.7371
2025-02-07,40.8629,42.6065,43.0658,40.6752
2025-02-06,42.483,41.9643,42.5422,41.584
2025-02-05,41.8557,40.6752,41.8952,40.3838
2025-02-04,41.3173,39.9639,41.4605,39.875
2025-02-03,39.8701,38.7884,40.4974,38.2006
2025-01-31,40.8579,41.9446,43.0164,40.5912
2025-01-30,41.0802,41.2284,41.7816,39.9392
2025-01-29,40.5715,40.9518,40.9864,39.6429
2025-01-28,40.8234,39.307,41.0802,38.5266
2025-01-27,39.0897,38.3191,40.0232,38.1216
2025-01-24,42.8485,43.6783,43.8759,42.483
2025-01-23,43.6338,42.7448,43.6536,42.6114
2025-01-22,43.3671,42.8929,43.9154,42.8287
2025-01-21,41.747,41.7124,42.0582,40.6653
2025-01-17,41.0654,41.3371,41.4605,40.4233
2025-01-16,39.1341,40.5073,40.527,39.1193
2025-01-15,39.9491,39.1736,40.2405,38.8229
2025-01-14,37.4202,38.2697,38.5562,36.6447
2025-01-13,37.5535,36.5756,37.6375,36.2249
2025-01-10,37.9487,38.9217,38.9316,37.1584
2025-01-08,39.8503,39.7911,40.2109,38.7439
2025-01-07,39.8207,42.3397,42.4237,39.3712
2025-01-06,42.0878,41.9693,42.8979,41.505
2025-01-03,40.6999,39.5095,40.9518,39.3268
2025-01-02,38.8378,39.7812,40.3097,37.8005
2024-12-31,39.0847,40.4035,40.5813,38.8625
2024-12-30,40.1368,40.1072,41.0259,39.223
2024-12-27,41.8162,42.6608,42.7695,40.6406
2024-12-26,43.5894,43.2782,43.9993,42.7695
2024-12-24,43.6832,42.4533,43.703,42.3002
2024-12-23,42.0137,41.2185,42.1026,40.4183
2024-12-20,40.8752,38.9208,42.2684,38.6451
2024-12-19,39.8414,41.4857,41.6137,39.7528
2024-12-18,40.4125,45.1188,45.5717,40.0186
2024-12-17,45.3108,45.4536,45.7391,44.8825
2024-12-16,45.9262,44.661,46.1723,44.6364
2024-12-13,44.0111,44.021,44.6856,43.2481
2024-12-12,43.0856,43.3859,43.701,42.9675
2024-12-11,43.957,42.7706,44.1195,42.6721
2024-12-10,41.7269,42.4604,42.8887,41.3774
2024-12-09,42.1847,42.9527,43.1546,41.8844
2024-12-06,43.1939,42.229,43.2579,42.1995
2024-12-05,42.1109,42.4604,42.6524,42.0124
2024-12-04,42.4604,41.7811,42.5195,41.6038
2024-12-03,40.9638,40.2697,41.0229,40.1368
2024-12-02,40.6045,39.6199,40.8358,39.5263
2024-11-29,39.3294,38.463,39.4673,38.3251
2024-11-27,38.3498,39.034,39.0439,37.5769
2024-11-26,39.2999,39.034,39.5067,38.8371
2024-11-25,38.6993,39.4623,39.8119,38.1725
2024-11-22,38.5221,38.2218,38.6993,37.8476
2024-11-21,38.3793,38.6698,38.8322,36.7055
2024-11-20,38.0051,37.9805,38.0495,36.484
2024-11-19,38.0495,36.7006,38.1775,36.6366
2024-11-18,37.3012,36.8876,37.7787,36.5824
2024-11-15,36.5627,38.0396,38.1282,36.0803
2024-11-14,39.4131,40.1663,40.3829,39.1965
2024-11-13,40.2648,40.2993,40.9048,39.7183
2024-11-12,40.442,40.634,40.8457,39.7036
2024-11-11,40.6635,41.0229,41.0721,39.9645
2024-11-08,40.7374,40.4765,40.9146,40.3239
2024-11-07,40.6389,39.4623,40.826,39.4328
2024-11-06,38.8224,37.7393,38.9996,37.5079
2024-11-05,35.908,34.9283,36.0557,34.9135
2024-11-04,34.5935,34.7757,35.3271,34.2194
2024-11-01,34.9185,34.5,35.6224,34.4459
2024-10-31,34.1899,36.0901,36.1,34.18
2024-10-30,37.0058,37.6852,37.8968,36.8926
2024-10-29,37.8476,36.8876,38.1331,36.4643
2024-10-28,36.8286,37.5079,37.5079,36.7547
2024-10-25,36.7941,36.7744,37.9067,36.6218
2024-10-24,36.1837,36.1443,36.3314,35.5634
2024-10-23,35.3418,36.5135,36.6612,34.5985
2024-10-22,37.055,36.3363,37.3898,36.164
2024-10-21,36.9467,36.4593,37.1289,36.0261
2024-10-18,36.7449,36.6563,36.9959,36.4938
2024-10-17,36.1049,37.2076,37.2175,36.0606
2024-10-16,35.9966,36.0557,36.1787,35.2828
2024-10-15,36.0163,37.5867,37.7344,35.5141
2024-10-14,37.5129,37.1387,37.8181,37.0255
2024-10-11,36.5775,36.0212,36.8236,35.8883
2024-10-10,36.484,36.095,36.8975,35.7997
2024-10-09,36.612,35.7012,36.74,35.4748
2024-10-08,35.7504,34.7855,35.9277,34.6132
2024-10-07,34.2637,34.9775,35.2385,33.9979
2024-10-04,35.4305,35.4452,35.524,34.3523
2024-10-03,34.2243,33.8354,34.8594,33.668
2024-10-02,34.3031,33.9733,34.7265,33.412
2024-10-01,34.1751,35.5831,35.6569,33.3284
2024-09-30,35.6864,35.1794,35.7504,34.5492
2024-09-27,35.4108,36.2427,36.2624,35.1449
2024-09-26,36.031,36.8827,36.9566,35.2385
2024-09-25,35.2828,35.0218,35.6864,34.9825
2024-09-24,35.1597,34.9781,35.3756,34.0458
2024-09-23,34.669,34.6543,34.9143,34.3696
2024-09-20,34.4138,34.4236,34.6837,33.5207
2024-09-19,34.6346,34.4972,35.2333,34.0605
2024-09-18,32.2007,32.8877,33.7415,32.0878
2024-09-17,32.6276,33.2214,33.4962,32.1271
2024-09-16,32.608,32.5932,32.7356,31.9112
2024-09-13,33.0496,32.4608,33.3048,32.4117
2024-09-12,32.6227,31.7149,32.8239,31.3517
2024-09-11,31.6854,30.0219,31.8719,28.3486
2024-09-10,29.7864,29.3349,29.8943,28.5596
2024-09-09,29.0061,28.7411,29.1926,28.1376
2024-09-06,27.9658,30.2329,30.4096,27.8333
2024-09-05,30.4341,30.0023,31.2683,29.7962
2024-09-04,30.336,29.9532,31.0966,29.7618
2024-09-03,30.596,33.0055,33.0349,30.0759
2024-08-30,33.6679,33.4275,33.7955,32.4755
2024-08-29,32.5589,33.0987,34.0703,32.2841
2024-08-28,32.7306,33.7612,33.9182,31.975
2024-08-27,33.8789,33.2361,34.1046,32.8043
2024-08-26,33.5943,34.4825,34.6788,33.1379
2024-08-23,34.6101,34.4482,35.194,33.6139
2024-08-22,33.555,35.7534,35.9007,33.3293
2024-08-21,35.248,34.9291,35.6553,34.5561
2024-08-20,34.772,34.7916,35.3609,34.3942
2024-08-19,34.9879,33.7023,35.0125,33.3146
2024-08-16,33.6826,33.1821,33.9869,32.9711
2024-08-15,33.5943,32.4509,33.6777,32.3822
2024-08-14,31.2438,31.4008,31.7198,30.3605
2024-08-13,31.1898,29.9139,31.2634,29.8845
2024-08-12,29.0748,29.065,29.6392,28.5154
2024-08-09,28.8785,28.1866,29.2122,27.9707
2024-08-08,28.4909,27.2101,28.6332,26.5035
2024-08-07,26.1011,28.2504,28.7117,26.0079
2024-08-06,26.9697,26.5624,28.3388,26.0766
2024-08-05,26.3121,24.2069,27.5732,23.9469
2024-08-02,28.8246,29.2711,29.7962,27.9707
2024-08-01,31.0917,33.6532,34.458,30.2771
2024-07-31,33.506,32.8681,33.8593,32.5736
2024-07-30,30.812,32.5245,32.6767,30.1004
2024-07-29,32.1222,32.5196,32.9711,31.6609
2024-07-26,31.9357,31.8964,32.554,31.2978
2024-07-25,31.0475,32.1712,33.0447,30.4881
2024-07-24,32.1173,34.4629,34.5365,31.921
2024-07-23,35.9988,36.1804,36.8674,35.8908
2024-07-22,36.3914,36.1411,36.622,35.3903
2024-07-19,34.8702,35.724,36.2981,34.5659
2024-07-18,35.8418,37.2011,37.255,35.1106
2024-07-17,36.3865,37.947,38.0647,36.357
2024-07-16,39.8951,40.2091,40.4103,39.1296
